SampleID	NERR	prev_sample_name	Quarter_txt	Quarter_num	Replicate	Sample.Site	NERR_TYPE	NERR_LONG	SITE	LAT	LONG	HAB_TYPE	Region	Ocean	North_South	input	filtered	percentage_of_input_passed_filter	denoised	merged	percentage_of_input_merged	non.chimeric	percentage_of_input_non.chimeric	Site_Corrected	NERR_SITE_QTR	NERR_SITE_QTR_REP	SWMP_ID	datenum	yr	mnth	day	lub_date	met	wc	nut	Temp_Min.	Temp_Median	Temp_Mean	Temp_Max.	SpCond_Min.	SpCond_Median	SpCond_Mean	SpCond_Max.	Sal_Min.	Sal_Median	Sal_Mean	Sal_Max.	DO_pct_Min.	DO_pct_Median	DO_pct_Mean	DO_pct_Max.	DO_mgl_Min.	DO_mgl_Median	DO_mgl_Mean	DO_mgl_Max.	Depth_Min.	Depth_Median	Depth_Mean	Depth_Max.	pH_Min.	pH_Median	pH_Mean	pH_Max.	Turb_Min.	Turb_Median	Turb_Mean	Turb_Max.	days_since_wc	ATemp_Min.	ATemp_Median	ATemp_Mean	ATemp_Max.	WSpd_Min.	WSpd_Median	WSpd_Mean	WSpd_Max.	MaxWSpd_Min.	MaxWSpd_Median	MaxWSpd_Mean	MaxWSpd_Max.	TotPAR_Min.	TotPAR_Median	TotPAR_Mean	TotPAR_Max.	TotPrcp_Min.	TotPrcp_Median	TotPrcp_Mean	TotPrcp_Max.	days_since_met	PO4F_Min.	PO4F_Median	PO4F_Mean	PO4F_Max.	NH4F_Min.	NH4F_Median	NH4F_Mean	NH4F_Max.	NO23F_Min.	NO23F_Median	NO23F_Mean	NO23F_Max.	CHLA_N_Min.	CHLA_N_Median	CHLA_N_Mean	CHLA_N_Max.	days_since_nut	salinity	Temp_Min..1	Temp_Median.1	Temp_Mean.1	Temp_Max..1	SpCond_Min..1	SpCond_Median.1	SpCond_Mean.1	SpCond_Max..1	Sal_Min..1	Sal_Median.1	Sal_Mean.1	Sal_Max..1	DO_pct_Min..1	DO_pct_Median.1	DO_pct_Mean.1	DO_pct_Max..1	DO_mgl_Min..1	DO_mgl_Median.1	DO_mgl_Mean.1	DO_mgl_Max..1	Depth_Min..1	Depth_Median.1	Depth_Mean.1	Depth_Max..1	pH_Min..1	pH_Median.1	pH_Mean.1	pH_Max..1	Turb_Min..1	Turb_Median.1	Turb_Mean.1	Turb_Max..1	days_since_wc.1	ATemp_Min..1	ATemp_Median.1	ATemp_Mean.1	ATemp_Max..1	WSpd_Min..1	WSpd_Median.1	WSpd_Mean.1	WSpd_Max..1	MaxWSpd_Min..1	MaxWSpd_Median.1	MaxWSpd_Mean.1	MaxWSpd_Max..1	TotPAR_Min..1	TotPAR_Median.1	TotPAR_Mean.1	TotPAR_Max..1	TotPrcp_Min..1	TotPrcp_Median.1	TotPrcp_Mean.1	TotPrcp_Max..1	days_since_met.1	PO4F_Min..1	PO4F_Median.1	PO4F_Mean.1	PO4F_Max..1	NH4F_Min..1	NH4F_Median.1	NH4F_Mean.1	NH4F_Max..1	NO23F_Min..1	NO23F_Median.1	NO23F_Mean.1	NO23F_Max..1	CHLA_N_Min..1	CHLA_N_Median.1	CHLA_N_Mean.1	CHLA_N_Max..1	days_since_nut.1
GBGBw0508232	GB	GBGBw0508232	May_23	5	2	GB	GBGB	Great_Bay	GB	43.0722	-70.8694	Estuary	NE	Atlantic	North	164450	162798	99	162430	161225	98.04	159122	96.76	GBGB	GBGB_Q5	GBGB_Q5_2	GRBGB	50823	23	5	8	5/8/23	grbgbmet	grbgbwq	grbgbnut	12.6	13.8	13.84583333	15.3	15.83	18.67	18.82270833	22.51	9.3	11.1	11.21770833	13.6	90.5	93.05	92.80520833	94.4	8.8	9	8.958333333	9.1	5.09	6.31	6.35375	7.57	7.5	7.6	7.628125	7.8	3	6	7.135416667	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012	0.012	0.012	0.012	0.084	0.084	0.084	0.084	0.072	0.072	0.072	0.072	3.97	3.97	3.97	3.97	0	S	12.6	13.8	13.84583333	15.3	15.83	18.67	18.82270833	22.51	9.3	11.1	11.21770833	13.6	90.5	93.05	92.80520833	94.4	8.8	9	8.958333333	9.1	5.09	6.31	6.35375	7.57	7.5	7.6	7.628125	7.8	3	6	7.135416667	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012	0.012	0.012	0.012	0.084	0.084	0.084	0.084	0.072	0.072	0.072	0.072	3.97	3.97	3.97	3.97	0
GBGBw0508233	GB	GBGBw0508233	May_23	5	3	GB	GBGB	Great_Bay	GB	43.0722	-70.8694	Estuary	NE	Atlantic	North	48487	48006	99.01	47649	47146	97.23	46745	96.41	GBGB	GBGB_Q5	GBGB_Q5_3	GRBGB	50823	23	5	8	5/8/23	grbgbmet	grbgbwq	grbgbnut	12.6	13.8	13.84583333	15.3	15.83	18.67	18.82270833	22.51	9.3	11.1	11.21770833	13.6	90.5	93.05	92.80520833	94.4	8.8	9	8.958333333	9.1	5.09	6.31	6.35375	7.57	7.5	7.6	7.628125	7.8	3	6	7.135416667	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012	0.012	0.012	0.012	0.084	0.084	0.084	0.084	0.072	0.072	0.072	0.072	3.97	3.97	3.97	3.97	0	S	12.6	13.8	13.84583333	15.3	15.83	18.67	18.82270833	22.51	9.3	11.1	11.21770833	13.6	90.5	93.05	92.80520833	94.4	8.8	9	8.958333333	9.1	5.09	6.31	6.35375	7.57	7.5	7.6	7.628125	7.8	3	6	7.135416667	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012	0.012	0.012	0.012	0.084	0.084	0.084	0.084	0.072	0.072	0.072	0.072	3.97	3.97	3.97	3.97	0
GBLRw0508231	GB	GBLRw0508231	May_23	5	1	LR	GBLR	Lamprey_River	LR	43.08	-70.9344	Tidal_River_head_of_tide	NE	Atlantic	North	76394	74494	97.51	73221	71134	93.11	70657	92.49	GBLR	GBLR_Q5	GBLR_Q5_1	GRBLR	50823	23	5	8	5/8/23	grblrmet	grblrwq	grblrnut	15.3	16.1	16.18958333	17.1	0.11	0.12	0.118333333	0.12	0.1	0.1	0.1	0.1	101	102.8	102.675	103.6	9.8	10.15	10.10208333	10.4	0.84	1.89	1.95125	3.17	6.8	6.8	6.823958333	6.9	2	2	2.104166667	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014	0.014	0.014	0.014	0.02	0.02	0.02	0.02	0.059	0.059	0.059	0.059	1.76	1.76	1.76	1.76	0	B	15.3	16.1	16.18958333	17.1	0.11	0.12	0.118333333	0.12	0.1	0.1	0.1	0.1	101	102.8	102.675	103.6	9.8	10.15	10.10208333	10.4	0.84	1.89	1.95125	3.17	6.8	6.8	6.823958333	6.9	2	2	2.104166667	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014	0.014	0.014	0.014	0.02	0.02	0.02	0.02	0.059	0.059	0.059	0.059	1.76	1.76	1.76	1.76	0
GBLRw0508232	GB	GBLRw0508232	May_23	5	2	LR	GBLR	Lamprey_River	LR	43.08	-70.9344	Tidal_River_head_of_tide	NE	Atlantic	North	18367	18154	98.84	17643	16002	87.12	15952	86.85	GBLR	GBLR_Q5	GBLR_Q5_2	GRBLR	50823	23	5	8	5/8/23	grblrmet	grblrwq	grblrnut	15.3	16.1	16.18958333	17.1	0.11	0.12	0.118333333	0.12	0.1	0.1	0.1	0.1	101	102.8	102.675	103.6	9.8	10.15	10.10208333	10.4	0.84	1.89	1.95125	3.17	6.8	6.8	6.823958333	6.9	2	2	2.104166667	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014	0.014	0.014	0.014	0.02	0.02	0.02	0.02	0.059	0.059	0.059	0.059	1.76	1.76	1.76	1.76	0	B	15.3	16.1	16.18958333	17.1	0.11	0.12	0.118333333	0.12	0.1	0.1	0.1	0.1	101	102.8	102.675	103.6	9.8	10.15	10.10208333	10.4	0.84	1.89	1.95125	3.17	6.8	6.8	6.823958333	6.9	2	2	2.104166667	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014	0.014	0.014	0.014	0.02	0.02	0.02	0.02	0.059	0.059	0.059	0.059	1.76	1.76	1.76	1.76	0
GBORw0508231	GB	GBORw0508231	May_23	5	1	OR	GBOR	Oyster_River	OR	43.134	-70.911	Tidal_River_head_of_tide	NE	Atlantic	North	50363	49569	98.42	49049	48304	95.91	48095	95.5	GBOR	GBOR_Q5	GBOR_Q5_1	GRBOR	50823	23	5	8	5/8/23	grbormet	grborwq	grbornut	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0	B	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0
GBORw0508232	GB	GBORw0508232	May_23	5	2	OR	GBOR	Oyster_River	OR	43.134	-70.911	Tidal_River_head_of_tide	NE	Atlantic	North	160336	157902	98.48	157322	155822	97.18	154970	96.65	GBOR	GBOR_Q5	GBOR_Q5_2	GRBOR	50823	23	5	8	5/8/23	grbormet	grborwq	grbornut	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0	B	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0
GBORw0508233	GB	GBORw0508233	May_23	5	3	OR	GBOR	Oyster_River	OR	43.134	-70.911	Tidal_River_head_of_tide	NE	Atlantic	North	123885	122304	98.72	121819	120985	97.66	120315	97.12	GBOR	GBOR_Q5	GBOR_Q5_3	GRBOR	50823	23	5	8	5/8/23	grbormet	grborwq	grbornut	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0	B	14.2	15.1	15.346875	17.6	5.03	15.925	14.58208333	17.83	2.7	9.4	8.536458333	10.6	78	88.45	87.446875	93.4	7.3	8.45	8.316666667	9	0.48	1.655	1.6828125	2.88	7.2	7.35	7.358333333	7.5	7	13	15.96875	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.036	0.030333333	0.037	0.065	0.08	0.075	0.08	0.091	0.1	0.098333333	0.104	1.88	1.93	1.926666667	1.97	0
GBSQw0508231	GB	GBSQw0508231	May_23	5	1	SQ	GBSQ	Squamscott_River	SR	43.0524	-70.91181	Estuary_Tide_River_mouth	NE	Atlantic	North	144137	142356	98.76	141084	138615	96.17	137720	95.55	GBSQ	GBSQ_Q5	GBSQ_Q5_1	GRBSQ	50823	23	5	8	5/8/23	grbsqmet	grbsqwq	grbsqnut	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0	B	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0
GBSQw0508232	GB	GBSQw0508232	May_23	5	2	SQ	GBSQ	Squamscott_River	SR	43.0524	-70.91181	Estuary_Tide_River_mouth	NE	Atlantic	North	222895	219706	98.57	218236	214669	96.31	212922	95.53	GBSQ	GBSQ_Q5	GBSQ_Q5_2	GRBSQ	50823	23	5	8	5/8/23	grbsqmet	grbsqwq	grbsqnut	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0	B	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0
GBSQw0508233	GB	GBSQw0508233	May_23	5	3	SQ	GBSQ	Squamscott_River	SR	43.0524	-70.91181	Estuary_Tide_River_mouth	NE	Atlantic	North	179104	176520	98.56	175114	172190	96.14	171105	95.53	GBSQ	GBSQ_Q5	GBSQ_Q5_3	GRBSQ	50823	23	5	8	5/8/23	grbsqmet	grbsqwq	grbsqnut	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0	B	13.8	15.45	15.559375	17.4	0.32	9.58	8.326770833	16.31	0.2	5.4	4.78125	9.6	85.3	90	89.70729167	94.3	8.4	8.7	8.682291667	9	0.83	2.075	2.1046875	3.35	6.9	7.2	7.226041667	7.5	8	19.5	26.14583333	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.032	0.032	0.037	0.037	0.037	0.037	0.074	0.074	0.074	0.074	4.3	4.3	4.3	4.3	0
HEABw0504231	HE	HEABw0504231	May_23	5	1	AB	HEAB	Alaloa_Bridge	AB	21.42387	-157.8107	Freshwater_upstream_bottom_type_concrete	Pacific-Island	Pacific	South	127518	125964	98.78	125147	122347	95.94	121918	95.61	HEAB	HEAB_Q5	HEAB_Q5_1		50423	23	5	4	5/4/23	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEABw0504232	HE	HEABw0504232	May_23	5	2	AB	HEAB	Alaloa_Bridge	AB	21.42387	-157.8107	Freshwater_upstream_bottom_type_concrete	Pacific-Island	Pacific	South	39975	39270	98.24	38489	36937	92.4	36862	92.21	HEAB	HEAB_Q5	HEAB_Q5_2		50423	23	5	4	5/4/23	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEABw0504233	HE	HEABw0504233	May_23	5	3	AB	HEAB	Alaloa_Bridge	AB	21.42387	-157.8107	Freshwater_upstream_bottom_type_concrete	Pacific-Island	Pacific	South	26176	25842	98.72	25416	24496	93.58	24449	93.4	HEAB	HEAB_Q5	HEAB_Q5_3		50423	23	5	4	5/4/23	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEKKw0504231	HE	HEKKw0504231	May_23	5	1	KK	HEKK	Kahoʻokele	KK	21.435884	-157.80521	Marine_bottom_type_sand	Pacific-Island	Pacific	South	158646	156910	98.91	155998	154017	97.08	152600	96.19	HEKK	HEKK_Q5	HEKK_Q5_1	HEEKK	50423	23	5	4	5/4/23	heekkmet	heekkwq	heekknut	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEKKw0504232	HE	HEKKw0504232	May_23	5	2	KK	HEKK	Kahoʻokele	KK	21.435884	-157.80521	Marine_bottom_type_sand	Pacific-Island	Pacific	South	101761	100179	98.45	99725	98744	97.04	98189	96.49	HEKK	HEKK_Q5	HEKK_Q5_2	HEEKK	50423	23	5	4	5/4/23	heekkmet	heekkwq	heekknut	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEKKw0504233	HE	HEKKw0504233	May_23	5	3	KK	HEKK	Kahoʻokele	KK	21.435884	-157.80521	Marine_bottom_type_sand	Pacific-Island	Pacific	South	130259	128618	98.74	127898	126487	97.1	125445	96.3	HEKK	HEKK_Q5	HEKK_Q5_3	HEEKK	50423	23	5	4	5/4/23	heekkmet	heekkwq	heekknut	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	23.9	25.4	25.28645833	26.3	47.36	51.84	50.90645833	52.39	30.8	34.1	33.40833333	34.5	62.6	82.4	84.57424242	119.2	4.3	6.55	6.773958333	10	0.6	0.995	0.960104167	1.26	7.9	8.1	8.133333333	8.4	2	2	2.114583333	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEPHw0504231	HE	HEPHw0504231	May_23	5	1	PH	HEPH	Papahana	PH	21.40926	-157.8231	Freshwater_upstream_bottom_type_rock_dirt	Pacific-Island	Pacific	South	23524	23140	98.37	22662	21489	91.35	21460	91.23	HEPH	HEPH_Q5	HEPH_Q5_1	HEEPH	50423	23	5	4	5/4/23	heephmet	heephwq	heephnut	20.5	20.7	20.71458333	21.1	0.16	0.16	0.16	0.16	0.1	0.1	0.1	0.1	97	98	98.525	100.9	8.7	8.8	8.844791667	9	0.45	0.46	0.455416667	0.46	7.7	7.7	7.73125	7.8	1	2	1.822916667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	20.5	20.7	20.71458333	21.1	0.16	0.16	0.16	0.16	0.1	0.1	0.1	0.1	97	98	98.525	100.9	8.7	8.8	8.844791667	9	0.45	0.46	0.455416667	0.46	7.7	7.7	7.73125	7.8	1	2	1.822916667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEPHw0504232	HE	HEPHw0504232	May_23	5	2	PH	HEPH	Papahana	PH	21.40926	-157.8231	Freshwater_upstream_bottom_type_rock_dirt	Pacific-Island	Pacific	South	36817	36168	98.24	35312	33427	90.79	33218	90.22	HEPH	HEPH_Q5	HEPH_Q5_2	HEEPH	50423	23	5	4	5/4/23	heephmet	heephwq	heephnut	20.5	20.7	20.71458333	21.1	0.16	0.16	0.16	0.16	0.1	0.1	0.1	0.1	97	98	98.525	100.9	8.7	8.8	8.844791667	9	0.45	0.46	0.455416667	0.46	7.7	7.7	7.73125	7.8	1	2	1.822916667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	20.5	20.7	20.71458333	21.1	0.16	0.16	0.16	0.16	0.1	0.1	0.1	0.1	97	98	98.525	100.9	8.7	8.8	8.844791667	9	0.45	0.46	0.455416667	0.46	7.7	7.7	7.73125	7.8	1	2	1.822916667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
